"","userId","movieId","rating","timestamp","title","genres"
"4287207",30640,2997,5,965332628,"Being John Malkovich (1999)","Comedy|Drama|Fantasy"
"1326750",9742,1372,4,1088993377,"Star Trek VI: The Undiscovered Country (1991)","Action|Mystery|Sci-Fi"
"4600555",32826,4696,2,995769475,"Zorro, the Gay Blade (1981)","Comedy"
"9429392",67530,1307,4,1047936172,"When Harry Met Sally... (1989)","Comedy|Romance"
"7619450",54520,3693,2,1047318851,"Toxic Avenger, The (1985)","Comedy|Horror"
"9328974",66895,1299,3,999576711,"Killing Fields, The (1984)","Drama|War"
"6035581",43052,36,5,939077225,"Dead Man Walking (1995)","Crime|Drama"
"4849734",34679,2723,2,993612584,"Mystery Men (1999)","Action|Adventure|Comedy"
"1088057",8116,1095,4,974682143,"Glengarry Glen Ross (1992)","Drama"
"2477568",17940,4465,3,1011024544,"Accused, The (1988)","Drama"
"4984813",35606,49272,1,1201392637,"Casino Royale (2006)","Action|Adventure|Thriller"
"3728523",26805,6619,2.5,1082138297,"Uptown Girls (2003)","Comedy"
"9346750",67021,2447,4.5,1213295820,"Varsity Blues (1999)","Comedy|Drama"
"5239730",37473,1203,5,862612652,"12 Angry Men (1957)","Drama"
"3171279",22903,520,4,851337657,"Robin Hood: Men in Tights (1993)","Comedy"
"2779891",20023,7153,4,1195880212,"Lord of the Rings: The Return of the King, The (2003)","Action|Adventure|Fantasy"
"7875279",56495,2112,3,901580625,"Grand Canyon (1991)","Crime|Drama"
"7024581",50206,587,4,842364032,"Ghost (1990)","Comedy|Drama|Fantasy|Romance|Thriller"
"1650376",12097,1193,3,962682213,"One Flew Over the Cuckoo's Nest (1975)","Comedy|Drama"
"644778",4931,593,5,832231473,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"7546820",53953,357,3,978052148,"Four Weddings and a Funeral (1994)","Comedy|Romance"
"6203894",44307,2163,3,966898000,"Attack of the Killer Tomatoes! (1980)","Comedy|Horror"
"1695916",12424,194,5,942751341,"Smoke (1995)","Comedy|Drama"
"622373",4743,1682,4,1111715415,"Truman Show, The (1998)","Drama|Fantasy"
"1090265",8136,2692,4,1112125613,"Run Lola Run (Lola rennt) (1998)","Action|Crime|Romance"
"3816804",27426,733,3.5,1097981614,"Rock, The (1996)","Action|Adventure|Thriller"
"1693247",12398,6378,3,1112451136,"Italian Job, The (2003)","Action|Adventure|Crime|Drama"
"2986499",21630,2186,5,974772893,"Strangers on a Train (1951)","Crime|Drama|Film-Noir|Thriller"
"1922340",14047,1367,2.5,1219696540,"101 Dalmatians (1996)","Adventure|Children|Comedy"
"2572009",18638,34,5,860222048,"Babe (1995)","Children|Comedy|Drama|Fantasy"
"1812476",13304,2947,3.5,1193386082,"Goldfinger (1964)","Action|Adventure|Thriller"
"4772901",34098,1127,4,1038937144,"Abyss, The (1989)","Action|Adventure|Sci-Fi|Thriller"
"7707152",55223,2800,3,1218049400,"Little Nemo: Adventures in Slumberland (1992)","Animation|Children"
"277925",2179,345,3,1111569738,"Adventures of Priscilla, Queen of the Desert, The (1994)","Comedy|Drama"
"5272937",37713,30793,1,1221064089,"Charlie and the Chocolate Factory (2005)","Adventure|Children|Comedy|Fantasy"
"8803357",63020,288,4,957562627,"Natural Born Killers (1994)","Action|Crime|Thriller"
"3730470",26831,300,5,836231746,"Quiz Show (1994)","Drama"
"479783",3655,253,3,835093330,"Interview with the Vampire: The Vampire Chronicles (1994)","Drama|Horror"
"3214706",23201,48780,3,1170482305,"Prestige, The (2006)","Drama|Mystery|Thriller"
"1548329",11365,1136,5,949753204,"Monty Python and the Holy Grail (1975)","Comedy"
"1322134",9700,640,3,859060094,"Diabolique (1996)","Drama|Thriller"
"2213334",16111,802,3,880104431,"Phenomenon (1996)","Drama|Romance"
"2264119",16468,3461,3,1030769332,"Lord of the Flies (1963)","Adventure|Drama|Horror|Thriller"
"1314040",9633,1883,4,947141872,"Bulworth (1998)","Comedy|Drama|Romance"
"9815515",70310,8948,4,1111534606,"Alfie (2004)","Comedy|Drama|Romance"
"3269896",23574,8636,3.5,1103414582,"Spider-Man 2 (2004)","Action|Adventure|Sci-Fi"
"5069205",36227,2471,3.5,1176091183,"Crocodile Dundee II (1988)","Action|Adventure|Comedy"
"6814398",48717,6764,5,1152572447,"Rundown, The (2003)","Action|Adventure|Comedy"
"991682",7457,3544,2,983803437,"Shakes the Clown (1992)","Comedy"
"1189036",8811,4809,3,1027685028,"Silkwood (1983)","Drama"
"504574",3817,27884,3,1231129564,"Word Wars (2004)","Comedy|Documentary|Drama"
"9292420",66654,1186,4.5,1081067031,"Sex, Lies, and Videotape (1989)","Drama"
"6737067",48145,1037,4,1073611237,"Lawnmower Man, The (1992)","Action|Horror|Sci-Fi|Thriller"
"948510",7109,1527,4,1164729252,"Fifth Element, The (1997)","Action|Adventure|Sci-Fi"
"4925699",35207,1080,4,1146196646,"Monty Python's Life of Brian (1979)","Adventure|Comedy"
"4615088",32911,552,3.5,1145459400,"Three Musketeers, The (1993)","Action|Adventure|Comedy"
"3751903",26991,4973,4,1225033007,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Comedy|Romance"
"9910783",70974,786,3.5,1110832864,"Eraser (1996)","Action|Drama|Thriller"
"1763606",12926,1889,3.5,1056131485,"Insomnia (1997)","Crime|Mystery|Thriller"
"8134322",58329,596,0.5,1110156656,"Pinocchio (1940)","Animation|Children|Fantasy|Musical"
"684733",5226,6731,5,1135735285,"Day of the Dead (1985)","Horror|Thriller"
"4004224",28690,1052,5,850206629,"Proprietor, The (1996)","Drama"
"1411326",10358,1213,5,949706029,"Goodfellas (1990)","Crime|Drama"
"1933349",14114,4936,2.5,1056916505,"Fame (1980)","Drama|Musical"
"8413501",60331,8360,4,1185576615,"Shrek 2 (2004)","Adventure|Animation|Children|Comedy|Musical|Romance"
"7199032",51449,2427,4,976870315,"Thin Red Line, The (1998)","Action|Drama|War"
"2672366",19349,45,3,840222562,"To Die For (1995)","Comedy|Drama|Thriller"
"831331",6264,1610,4.5,1164370596,"Hunt for Red October, The (1990)","Action|Adventure|Thriller"
"3538568",25411,1390,4.5,1116180604,"My Fellow Americans (1996)","Comedy"
"9691947",69456,5445,3,1082576292,"Minority Report (2002)","Action|Crime|Mystery|Sci-Fi|Thriller"
"6246927",44639,1974,4,1226347399,"Friday the 13th (1980)","Horror"
"6646171",47488,4995,3.5,1205340841,"Beautiful Mind, A (2001)","Drama|Mystery|Romance"
"3124812",22632,1374,4,1082165891,"Star Trek II: The Wrath of Khan (1982)","Action|Adventure|Sci-Fi|Thriller"
"4056571",29042,1991,1,1047192609,"Child's Play (1988)","Horror|Thriller"
"9960582",71300,1888,5,1215037736,"Hope Floats (1998)","Comedy|Drama|Romance"
"9535372",68338,494,5,857507822,"Executive Decision (1996)","Action|Adventure|Thriller"
"8122980",58253,471,4.5,1156636333,"Hudsucker Proxy, The (1994)","Comedy|Drama|Fantasy|Romance"
"2679006",19381,527,5,1169242054,"Schindler's List (1993)","Drama|War"
"7621186",54534,1610,5,956586085,"Hunt for Red October, The (1990)","Action|Adventure|Thriller"
"9862866",70662,2010,5,1049489363,"Metropolis (1927)","Drama|Romance|Sci-Fi|Thriller"
"2936066",21199,1586,2,1223940593,"G.I. Jane (1997)","Action|Drama"
"3993184",28629,3082,2,974838423,"World Is Not Enough, The (1999)","Action|Thriller"
"8121228",58240,2959,4,1110149175,"Fight Club (1999)","Action|Crime|Drama|Thriller"
"771755",5848,2000,4,942193256,"Lethal Weapon (1987)","Action|Comedy|Crime|Drama"
"3636834",26127,1580,3.5,1097598634,"Men in Black (1997)","Action|Comedy|Sci-Fi"
"4425508",31562,1222,5,1200154950,"Full Metal Jacket (1987)","Drama|War"
"1567146",11514,3915,3.5,1090065544,"Girlfight (2000)","Drama"
"9701408",69534,3683,4,1048916886,"Blood Simple (1984)","Crime|Drama|Film-Noir"
"9894745",70883,1544,4.5,1083491382,"Lost World: Jurassic Park, The (Jurassic Park 2) (1997)","Action|Adventure|Horror|Sci-Fi|Thriller"
"1764619",12935,504,3,923127274,"No Escape (1994)","Action|Sci-Fi"
"5421134",38702,457,4,841563341,"Fugitive, The (1993)","Thriller"
"3842616",27584,3282,3,949893371,"Different for Girls (1996)","Comedy"
"6761603",48296,2987,2.5,1073681969,"Who Framed Roger Rabbit? (1988)","Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery"
"2693197",19515,2581,1,974730707,"Never Been Kissed (1999)","Comedy|Romance"
"4692050",33517,1275,4,1225496592,"Highlander (1986)","Action|Adventure|Fantasy"
"1718132",12615,2683,2,1028715027,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
"3691679",26539,161,4,886586983,"Crimson Tide (1995)","Drama|Thriller|War"
"7253928",51838,3526,2,956269296,"Parenthood (1989)","Comedy|Drama"
"4861291",34751,367,4,836579818,"Mask, The (1994)","Action|Comedy|Crime|Fantasy"
"7845263",56282,293,5,842877886,"Léon: The Professional (Léon) (Professional, The) (1994)","Crime|Drama|Romance|Thriller"
"4182850",29922,590,2,938744727,"Dances with Wolves (1990)","Adventure|Drama|Western"
"2829010",20410,3755,4,963333675,"Perfect Storm, The (2000)","Drama|Thriller"
"8478776",60793,3156,4,997453612,"Bicentennial Man (1999)","Drama|Romance|Sci-Fi"
"822627",6192,2424,3,915280301,"You've Got Mail (1998)","Comedy|Romance"
"8864628",63475,36,3.5,1130359928,"Dead Man Walking (1995)","Crime|Drama"
"4718913",33727,540,3,842252201,"Sliver (1993)","Thriller"
"1090966",8142,2058,4,1136838605,"Negotiator, The (1998)","Action|Crime|Drama|Mystery|Thriller"
"3332416",23955,553,5,845801356,"Tombstone (1993)","Action|Drama|Western"
"8374023",60077,497,3.5,1183519707,"Much Ado About Nothing (1993)","Comedy|Romance"
"2768669",19959,5952,5,1222185307,"Lord of the Rings: The Two Towers, The (2002)","Action|Adventure|Fantasy"
"5869970",41893,410,0.5,1121842074,"Addams Family Values (1993)","Comedy"
"8367157",60021,231,3,1216902347,"Dumb & Dumber (1994)","Comedy"
"711798",5425,1194,3.5,1059433094,"Cheech and Chong's Up in Smoke (1978)","Comedy"
"7027687",50222,2019,4,1014010860,"Seven Samurai (Shichinin no samurai) (1954)","Action|Drama"
"4639165",33107,1087,3,862516247,"Madame Butterfly (1995)","Musical"
"4368909",31175,2278,4,1037659885,"Ronin (1998)","Action|Crime|Thriller"
"5621568",40166,1210,4.5,1069658351,"Star Wars: Episode VI - Return of the Jedi (1983)","Action|Adventure|Sci-Fi"
"9284608",66578,158,3,1111478591,"Casper (1995)","Adventure|Children"
"2304785",16732,6157,4.5,1168293003,"Daredevil (2003)","Action|Crime|Fantasy"
"2218408",16147,357,5,943048061,"Four Weddings and a Funeral (1994)","Comedy|Romance"
"4201787",30061,457,5,938763445,"Fugitive, The (1993)","Thriller"
"3334830",23978,1653,4,959285315,"Gattaca (1997)","Drama|Sci-Fi|Thriller"
"8648140",61929,1252,2,1158336532,"Chinatown (1974)","Crime|Film-Noir|Mystery|Thriller"
"1772058",12983,1092,1,1004291412,"Basic Instinct (1992)","Mystery|Thriller"
"4932879",35248,537,5,841305318,"Sirens (1994)","Drama"
"4296772",30695,3639,3,992372602,"Man with the Golden Gun, The (1974)","Action|Adventure|Thriller"
"5642493",40331,44191,4,1202834454,"V for Vendetta (2006)","Thriller"
"6561600",46921,204,4,881377840,"Under Siege 2: Dark Territory (1995)","Action"
"9785341",70118,21,3,1187693653,"Get Shorty (1995)","Action|Comedy|Drama"
"2321740",16876,1223,4,928971209,"Wallace & Gromit: A Grand Day Out (1989)","Adventure|Animation|Children|Comedy|Sci-Fi"
"2408417",17444,3608,3.5,1077953166,"Pee-wee's Big Adventure (1985)","Comedy"
"7968311",57136,357,5,956608178,"Four Weddings and a Funeral (1994)","Comedy|Romance"
"8316599",59683,231,0.5,1210376351,"Dumb & Dumber (1994)","Comedy"
"1135022",8437,7147,4.5,1112154011,"Big Fish (2003)","Drama|Fantasy|Romance"
"9632951",69061,2028,1.5,1111491188,"Saving Private Ryan (1998)","Action|Drama|War"
"1473147",10815,1883,3,1027997028,"Bulworth (1998)","Comedy|Drama|Romance"
"1436110",10559,924,5,949615766,"2001: A Space Odyssey (1968)","Adventure|Sci-Fi"
"1548501",11366,4014,3.5,1055187765,"Chocolat (2000)","Comedy|Romance"
"3482502",25005,523,3,1037089316,"Ruby in Paradise (1993)","Drama"
"6598213",47180,3821,1,1073195329,"Nutty Professor II: The Klumps (2000)","Comedy"
"3117604",22591,1250,5,1033952766,"Bridge on the River Kwai, The (1957)","Adventure|Drama|War"
"3515311",25239,1084,4,1097741997,"Bonnie and Clyde (1967)","Crime|Drama"
"1478322",10855,3107,4,947308156,"Backdraft (1991)","Action|Drama"
"6588774",47107,356,5,879338853,"Forrest Gump (1994)","Comedy|Drama|Romance|War"
"1850843",13572,3032,5,974697667,"Omega Man, The (1971)","Drama|Sci-Fi|Thriller"
"8978421",64348,2675,5,950984710,"Twice Upon a Yesterday (1998)","Comedy|Drama|Romance"
"9436637",67571,426,3,980710104,"Body Snatchers (1993)","Horror|Sci-Fi|Thriller"
"7236716",51704,36529,4,1152755312,"Lord of War (2005)","Action|Crime|Drama|Romance|Thriller|War"
"3703373",26619,256,3,851405399,"Junior (1994)","Comedy|Sci-Fi"
"7809890",56011,1047,2,1208806669,"Long Kiss Goodnight, The (1996)","Action|Drama|Thriller"
"111337",846,32,4,839020203,"12 Monkeys (Twelve Monkeys) (1995)","Sci-Fi|Thriller"
"9937148",71159,6333,3,1111543034,"X2: X-Men United (2003)","Action|Adventure|Sci-Fi|Thriller"
"3573818",25661,315,2,840629177,"Specialist, The (1994)","Action|Drama|Thriller"
"7476010",53431,2193,4,1108555181,"Willow (1988)","Action|Adventure|Fantasy"
"7928910",56882,1610,4,978383494,"Hunt for Red October, The (1990)","Action|Adventure|Thriller"
"7058465",50449,1359,2,976714698,"Jingle All the Way (1996)","Adventure|Children|Comedy"
"4757909",33986,4333,3,992739767,"Throw Momma from the Train (1987)","Comedy|Crime"
"4946169",35340,1380,2.5,1201316785,"Grease (1978)","Comedy|Musical|Romance"
"3080372",22305,2750,3,964488489,"Radio Days (1987)","Comedy|Drama"
"6949965",49658,3372,4,976689077,"Bridge at Remagen, The (1969)","Action|War"
"8227706",59105,1031,4,1045768074,"Bedknobs and Broomsticks (1971)","Adventure|Children|Musical"
"5147056",36806,2150,4,938899595,"Gods Must Be Crazy, The (1980)","Adventure|Comedy"
"6629998",47394,736,2,949077742,"Twister (1996)","Action|Adventure|Romance|Thriller"
"1431511",10516,6874,4,1082623367,"Kill Bill: Vol. 1 (2003)","Action|Crime|Thriller"
"4057274",29042,41569,4,1171935041,"King Kong (2005)","Action|Adventure|Drama|Fantasy|Thriller"
"853218",6426,4814,2,1063919342,"Don't Say a Word (2001)","Thriller"
"9325399",66881,3077,3.5,1114883185,"42 Up (1998)","Documentary"
"8383601",60127,1260,5,956846468,"M (1931)","Crime|Film-Noir|Thriller"
"8794373",62945,1873,5,957550204,"Misérables, Les (1998)","Crime|Drama|Romance"
"9356733",67068,2757,3,943892957,"Frances (1982)","Drama"
"724835",5513,656,4,869297170,"Eddie (1996)","Comedy"
"5378300",38413,31420,4,1122241056,"Assault on Precinct 13 (2005)","Action|Crime|Drama|Thriller"
"1050459",7856,2357,5,949449535,"Central Station (Central do Brasil) (1998)","Drama"
"8016736",57500,2717,2,1128036111,"Ghostbusters II (1989)","Action|Comedy|Fantasy|Horror|Sci-Fi"
"7396214",52827,45210,4.5,1173031651,"United 93 (2006)","Drama"
"521673",3991,1246,3.5,1111638940,"Dead Poets Society (1989)","Drama"
"4821448",34467,58,4,852553861,"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance"
